"","QuadID","species","poros","rtd","frdmc","rdmc","rbranch","srl","agdmc","agbio","ldmc","sla","height","Replicate","Transect","Distance_m","plot","enclos","elev","DAYSUB","SUBN","FREQ","INTEN","d1","d2","d3","d4","r1","r2","r3","r4","nh4","no3","po4"
"193","Q2-3-32","GALper",20.59,0.103,0.179,0.179,2.36,87.25,0.213,0.105,0.125,15.8843092639752,4.5,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"194","Q2-3-32","CARgau",4.75,0.455,0.41,0.404,7.11,12.9,0.381,0.362,0.393,12.37423313,12.9,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"195","Q2-3-32","HYDsul",23.491237244898,0.158486293206198,0.24,0.024,2.7,376.23,0.162,0.085,0.183,15.8843092639752,2.3,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"196","Q2-3-32","PLAtri",22.22,0.052,0.096,0.096,2.91,92.22,0.15,0.426,0.15,15.8843092639752,0.9,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"197","Q2-3-32","LOBper",9.09,0.063,0.095,0.095,2.67,52.41,0.127,0.048,0.155,53.47058824,2.5,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"198","Q2-3-32","JUNart",37.8,0.167,0.257,0.257,11.19,95.85,0.493,1.32,0.346662721893491,15.8843092639752,11.5,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"199","Q2-3-32","EPIang",32,0.069,0.099,0.099,4.45,82.27,0.196,0.208,0.23,15.8843092639752,2.7,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"200","Q2-3-32","JUNcon",44.62,0.166,0.21,0.307,3.42,12.31,0.505,40.52,0.434,3.284373778,36,2,3,32,"R2T3",0,0.267968802,88.375,9,246.2222222,34.22969595,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",0.795433448,0.752626136,-0.660956354
"201","Q2-3-34","ELAacu",50.67,0.126,0.212,0.314,3.59,48.12,0.322,0.784,0.337,6.217391304,13.8,2,3,34,"R2T3",0,0.288974181,81.875,5,453.6,29.83063531,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",1.36129498,0.773355726,-0.375201034
"202","Q2-3-34","CARgau",19.05,0.128,0.322,0.322,10,115.74,0.468,0.348,0.433,8.576168929,11.8,2,3,34,"R2T3",0,0.288974181,81.875,5,453.6,29.83063531,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",1.36129498,0.773355726,-0.375201034
"203","Q2-3-34","LOBper",6.86,0.114,0.133,0.133,3.58,13.64,0.189,0.34,0.209,29.38509317,2,2,3,34,"R2T3",0,0.288974181,81.875,5,453.6,29.83063531,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",1.36129498,0.773355726,-0.375201034
"204","Q2-3-34","PLAtri",6.34,0.089,0.132,0.132,2.67,35.69,0.352793087891637,4.555,0.221,15.8843092639752,2.3,2,3,34,"R2T3",0,0.288974181,81.875,5,453.6,29.83063531,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",1.36129498,0.773355726,-0.375201034
"205","Q2-3-34","GALper",37.93,0.116,0.244,0.244,3.69,78.77,0.207,0.087,0.35,15.8843092639752,4.5,2,3,34,"R2T3",0,0.288974181,81.875,5,453.6,29.83063531,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",1.36129498,0.773355726,-0.375201034
"206","Q2-3-34","EPIang",17.68,0.085,0.133,0.133,3.88,53.21,0.205,0.855,0.239,15.8843092639752,5,2,3,34,"R2T3",0,0.288974181,81.875,5,453.6,29.83063531,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",1.36129498,0.773355726,-0.375201034
"207","Q2-3-34","AGRcap",7.69,0.135,0.362,0.362,9.62,119.59,0.394,1.125,0.451,9.949880668,13,2,3,34,"R2T3",0,0.288974181,81.875,5,453.6,29.83063531,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 30","C 2 1 30","C 2 3 40","C 2 1 40",1.36129498,0.773355726,-0.375201034
"208","Q2-3-36","CARgau",12.47,0.227,0.383,0.393,7.71,64.82,0.475,0.4,0.415,15.8843092639752,9.5,2,3,36,"R2T3",0,0.309901946,78.25,7,328.1428571,25.66946035,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 40","C 2 1 40","C 2 3 30","C 2 1 30",1.704196545,0.809329316,-0.133959144
"209","Q2-3-36","AGRcap",13.39,0.195,0.302,0.332,5.48,48.48,0.47,2.034,0.396,15.56544503,9.5,2,3,36,"R2T3",0,0.309901946,78.25,7,328.1428571,25.66946035,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 40","C 2 1 40","C 2 3 30","C 2 1 30",1.704196545,0.809329316,-0.133959144
"210","Q2-3-38","CARgau",10.23,0.166,0.323,0.288,11.12,90.96,0.354,0.176,0.341,15.8843092639752,8.6,2,3,38,"R2T3",0,0.331095876,69.125,7,296.25,21.86748524,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 40","C 2 1 40","C 2 3 30","C 2 1 30",1.867862604,0.84117939,0.106389872
"211","Q2-3-38","AGRcap",33.33,0.167,0.242892156862745,0.292,7.93,104.01,0.497,1.247,0.406,21.9,12.5,2,3,38,"R2T3",0,0.331095876,69.125,7,296.25,21.86748524,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 40","C 2 1 40","C 2 3 30","C 2 1 30",1.867862604,0.84117939,0.106389872
"212","Q2-3-38","EPIang",12.04,0.098,0.159,0.159,5.23,82.18,0.239,0.426,0.283,15.09019608,3.8,2,3,38,"R2T3",0,0.331095876,69.125,7,296.25,21.86748524,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 40","C 2 1 40","C 2 3 30","C 2 1 30",1.867862604,0.84117939,0.106389872
"213","Q2-3-4","GALper",39.58,0.107,0.182,0.182,3.69,96.14,0.186,0.086,0.32,21.75,7,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"214","Q2-3-4","LAClya",14.77,0.095,0.18,0.18,7.57,69.8,0.343,4.334,0.364,15.33834586,8.9,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"215","Q2-3-4","LACstr",18.28,0.155,0.201,0.201,6.14,55.31,0.233,0.969,0.286,10.12851406,8.5,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"216","Q2-3-4","LEPman",18.75,0.122,0.22,0.22,2.42,71.3,0.102,0.304,0.1,15.8843092639752,2.4,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"217","Q2-3-4","ELApus",22.39,0.099,0.339,0.318,6.64,182.69,0.453,0.068,0.667,22.425,3.2,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"218","Q2-3-4","POTche",23.491237244898,0.158486293206198,0.242892156862745,0.260117717003567,5.0875,74.680973871734,0.352793087891637,2.1508358556461,0.346662721893491,15.8843092639752,11.1096287703016,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"219","Q2-3-4","PARcan",23.491237244898,0.054,0.136,0.136,3.73,215.8,0.205,0.111,0.262,17.70588235,8,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"220","Q2-3-4","LILrut",23.491237244898,0.04,0.06,0.06,5.45,56.36,0.137,0.358,0.106,15.8843092639752,3.2,2,3,4,"R2T3",0,0.053058233,231.25,21,51.0952381,128.1644212,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 0","C 2 1 0","C 2 3 10","C 2 1 10",1.439822696,1.85220969,-2.067461945
"221","Q2-3-40","AGRcap",21.21,0.109,0.247,0.338,11.01,200.81,0.687,0.749,0.626,12.5210084,20.1,2,3,40,"R2T3",0,0.369359456,52.5,5,417.1666667,16.39711874,0.982950079,0.012135186,0.002457368,0.002457368,"C 2 3 40","C 2 1 40","C 2 3 30","C 2 3 50",0.863177049,0.834917324,0.628839539
"222","Q2-3-40","CARgau",30.95,0.122,0.26,0.349,9.77,231.94,0.472,0.908,0.406,8.205683356,9.4,2,3,40,"R2T3",0,0.369359456,52.5,5,417.1666667,16.39711874,0.982950079,0.012135186,0.002457368,0.002457368,"C 2 3 40","C 2 1 40","C 2 3 30","C 2 3 50",0.863177049,0.834917324,0.628839539
"223","Q2-3-42","AGRcap",23.491237244898,0.085,0.22,0.22,3.54,100.29,0.466,0.422,0.412,22.1299435,15.5,2,3,42,"R2T3",0,0.419616285,38,12,201.4615385,10.39467791,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 40","C 2 1 40","C 2 3 50","C 2 1 50",1.879622574,0.887978027,1.615189251
"224","Q2-3-42","ANTodo",31.11,0.089,0.249,0.275,10.27,328.26,0.452,7.7,0.357,21.12552301,13.5,2,3,42,"R2T3",0,0.419616285,38,12,201.4615385,10.39467791,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 40","C 2 1 40","C 2 3 50","C 2 1 50",1.879622574,0.887978027,1.615189251
"225","Q2-3-44","ANTodo",14.91,0.125,0.298,0.298,11.44,134.71,0.438,1.709,0.352,17.06311637,25.6,2,3,44,"R2T3",0,0.488538441,13.75,2,937.6666667,3.721478652,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 40","C 2 1 40","C 2 3 50","C 2 1 50",1.729501575,0.894690125,2.066381605
"226","Q2-3-44","AGRcap",17.14,0.139,0.375,0.389,9.15,175,0.646,3.31,0.608,10.13513514,28,2,3,44,"R2T3",0,0.488538441,13.75,2,937.6666667,3.721478652,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 40","C 2 1 40","C 2 3 50","C 2 1 50",1.729501575,0.894690125,2.066381605
"227","Q2-3-46","ANTodo",24.62,0.121,0.248,0.261,1.82,183.78,0.439,1.161,0.417,15.34431373,19.7,2,3,46,"R2T3",0,0.582640183,0,0,2923,0,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",1.414381221,0.897483973,2.360850703
"228","Q2-3-46","AGRcap",16.5,0.136,0.265,0.318,2.41,166.07,0.599,0.689,0.495,13.28571429,21.7,2,3,46,"R2T3",0,0.582640183,0,0,2923,0,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",1.414381221,0.897483973,2.360850703
"229","Q2-3-46","PILoff",5.96,0.185,0.183,0.224,1.94,20.14,0.246,0.512,0.255,14.46746988,6.3,2,3,46,"R2T3",0,0.582640183,0,0,2923,0,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",1.414381221,0.897483973,2.360850703
"230","Q2-3-48","PILoff",9.71,0.184,0.216,0.251,1.37,13.62,0.309,0.743,0.306,10.17472434,3.6,2,3,48,"R2T3",0,0.866104326,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.928793112,0.904132779,2.471461054
"231","Q2-3-48","ANTodo",15.25,0.092,0.264,0.216,8.42,149.2,0.346,1.291,0.358,17.20379147,17.7,2,3,48,"R2T3",0,0.866104326,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.928793112,0.904132779,2.471461054
"232","Q2-3-48","AGRcap",22.22,0.19,0.363,0.363,1.8,105.68,0.536,2.76,0.44,10.68459658,29.5,2,3,48,"R2T3",0,0.866104326,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.928793112,0.904132779,2.471461054
"233","Q2-3-48","CARgau",23.491237244898,0.06,0.125,0.378,4.8,125.07,0.448,0.299,0.434,10.36182903,17.5,2,3,48,"R2T3",0,0.866104326,0,0,2923,0,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.928793112,0.904132779,2.471461054
"234","Q2-3-50","PILoff",9.28,0.244,0.254,0.229,0.76,7.15,0.298,0.496,0.343,7.85572843,1,2,3,50,"R2T3",0,1.41161348,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",-0.228638853,0.953826187,-0.650957892
"235","Q2-3-50","PILpil",6.95,0.223,0.196,0.229,2.34,10.17,0.13,1.027,0.134,31.15178571,11.1096287703016,2,3,50,"R2T3",0,1.41161348,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",-0.228638853,0.953826187,-0.650957892
"236","Q2-3-50","HELfil",6.15,0.163,0.307,0.307,6.69,121.65,0.54,0.127,0.476,18.17834395,5.5,2,3,50,"R2T3",0,1.41161348,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",-0.228638853,0.953826187,-0.650957892
"237","Q2-3-50","CELgra",12.55,0.29,0.247,0.247,3.75,10.37,0.406,1.149,0.357,8.234604106,9.9,2,3,50,"R2T3",0,1.41161348,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",-0.228638853,0.953826187,-0.650957892
"238","Q2-3-50","AGRcap",16.16,0.15,0.293,0.283,7.84,119.12,0.807,0.406,0.654,10.04651163,18.2,2,3,50,"R2T3",0,1.41161348,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",-0.228638853,0.953826187,-0.650957892
"239","Q2-3-50","RYTpum",12.7,0.258,0.407,0.407,3.31,34.69,0.593,0.562,0.562,9.392694064,12.1,2,3,50,"R2T3",0,1.41161348,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",-0.228638853,0.953826187,-0.650957892
"240","Q2-3-50","ANTodo",8.09,0.094,0.242892156862745,0.278,9.95,115.84,0.457,1.056,0.415,13.33423545,11.9,2,3,50,"R2T3",0,1.41161348,0,0,2923,0,0.982998126,0.012135779,0.002457488,0.002408607,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",-0.228638853,0.953826187,-0.650957892
"241","Q2-3-52","WAHalb",9.63,0.2,0.293,0.293,1.28,9.79,0.27,0.212,0.367,7.475524476,12.9,2,3,52,"R2T3",0,2.030666877,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.688133919,0.90492702,2.540005633
"242","Q2-3-52","PIMore",5.7,0.247,0.229,0.272,1.36,9.6,0.375,9.79,0.51,9.121495327,0.6,2,3,52,"R2T3",0,2.030666877,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.688133919,0.90492702,2.540005633
"243","Q2-3-52","RYTpum",5.26,0.244,0.396,0.396,6.95,70.59,0.435,0.355,0.5,8.410526316,4,2,3,52,"R2T3",0,2.030666877,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.688133919,0.90492702,2.540005633
"244","Q2-3-52","ANTodo",1.89,0.147,0.258,0.258,9.77,103.8,0.284,1.015,0.315,15.06447831,6.5,2,3,52,"R2T3",0,2.030666877,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.688133919,0.90492702,2.540005633
"245","Q2-3-52","CELgra",5.16,0.316,0.303,0.260117717003567,5.31,4.27,0.285,0.626,0.36,4.872252747,9.1,2,3,52,"R2T3",0,2.030666877,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.688133919,0.90492702,2.540005633
"246","Q2-3-52","PILoff",6.08,0.201,0.203,0.247,0.97,10.29,0.279,0.394,0.312,4.289719626,0.3,2,3,52,"R2T3",0,2.030666877,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.688133919,0.90492702,2.540005633
"247","Q2-3-52","LEUfra",5.37,0.573,0.406,0.406,5.95,8.47,0.496,0.164,0.55,8.146464646,4.5,2,3,52,"R2T3",0,2.030666877,0,0,2923,0,0.491692499,0.34553993,0.081954974,0.080812596,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.688133919,0.90492702,2.540005633
"248","Q2-3-54","RUMace",7.77,0.308,0.281,0.281,4.36,5.73,0.263,0.089,0.212,12.91666667,4.4,2,3,54,"R2T3",0,2.592609121,0,0,2923,0,0.406388501,0.362581051,0.116113083,0.114917366,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.949014945,0.898693509,2.593043121
"249","Q2-3-54","WAHalb",6.52,0.179,0.156,0.156,1.95,9.23,0.288,0.111,0.331,10,0.6,2,3,54,"R2T3",0,2.592609121,0,0,2923,0,0.406388501,0.362581051,0.116113083,0.114917366,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.949014945,0.898693509,2.593043121
"250","Q2-3-54","PILoff",8.58,0.158486293206198,0.242892156862745,0.260117717003567,2.17,74.680973871734,0.274,0.199,0.305,8.731132075,0.6,2,3,54,"R2T3",0,2.592609121,0,0,2923,0,0.406388501,0.362581051,0.116113083,0.114917366,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.949014945,0.898693509,2.593043121
"251","Q2-3-54","AGRcap",5.94,0.118,0.222,0.222,6.94,88.21,0.396,0.476,0.391,19.06569343,8.2,2,3,54,"R2T3",0,2.592609121,0,0,2923,0,0.406388501,0.362581051,0.116113083,0.114917366,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.949014945,0.898693509,2.593043121
"252","Q2-3-54","FESnov",8.47,0.15,0.244,0.454,6.07,79.6,0.518,6.408,0.464,7.260504202,35.2,2,3,54,"R2T3",0,2.592609121,0,0,2923,0,0.406388501,0.362581051,0.116113083,0.114917366,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.949014945,0.898693509,2.593043121
"253","Q2-3-54","ANTodo",11.24,0.146,0.242892156862745,0.291,6.34,128.24,0.324,0.887,0.293,19.41401274,3.8,2,3,54,"R2T3",0,2.592609121,0,0,2923,0,0.406388501,0.362581051,0.116113083,0.114917366,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.949014945,0.898693509,2.593043121
"254","Q2-3-54","LEUfra",18.42,0.458,0.404,0.404,3.21,3.05,0.582,0.18,0.613,7.04964539,3.4,2,3,54,"R2T3",0,2.592609121,0,0,2923,0,0.406388501,0.362581051,0.116113083,0.114917366,"C 2 3 50","C 2 1 50","C 2 3 40","C 2 1 40",0.949014945,0.898693509,2.593043121
"255","Q2-3-6","ELApus",24.14,0.358,0.151,0.151,5.92,74.05,0.491,0.011,0.65,21.02564103,4.4,2,3,6,"R2T3",0,0.059523208,201.25,25,52.52,123.38124,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.440278008,2.054970334,-1.799162257
"256","Q2-3-6","PARcan",20,0.1,0.16,0.16,4.29,62.66,0.173,0.254,0.263,16.36619718,5.5,2,3,6,"R2T3",0,0.059523208,201.25,25,52.52,123.38124,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.440278008,2.054970334,-1.799162257
"257","Q2-3-6","LILrut",23.491237244898,0.062,0.072,0.072,3.95,52.62,0.235,0.051,0.269,21.94285714,1.8,2,3,6,"R2T3",0,0.059523208,201.25,25,52.52,123.38124,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.440278008,2.054970334,-1.799162257
"258","Q2-3-6","LAClya",30.95,0.098,0.172,0.24,6.55,98.6,0.304,1.063,0.347,15.344,6.5,2,3,6,"R2T3",0,0.059523208,201.25,25,52.52,123.38124,0.313425508,0.279639187,0.208952606,0.197982699,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.440278008,2.054970334,-1.799162257
"259","Q2-3-8","ELApus",45.45,0.129,0.408,0.358,8.45,249.22,0.732,0.028,0.7,33.39285714,2.7,2,3,8,"R2T3",0,0.060042069,201.125,26,50.53846154,123.0495442,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.433063237,2.25885956,-1.66233936
"260","Q2-3-8","PARcan",23.491237244898,0.083,0.156,0.156,4.03,153.97,0.207,0.03,0.322,20.89655172,1.8,2,3,8,"R2T3",0,0.060042069,201.125,26,50.53846154,123.0495442,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.433063237,2.25885956,-1.66233936
"261","Q2-3-8","ELAacu",56.12,0.141,0.235,0.235,8.56,66.49,0.497,4.082,0.438,3.419770372,14.1,2,3,8,"R2T3",0,0.060042069,201.125,26,50.53846154,123.0495442,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.433063237,2.25885956,-1.66233936
"262","Q2-3-8","CRAsin",23.491237244898,0.158486293206198,0.242892156862745,0.260117717003567,5.0875,74.680973871734,0.352793087891637,2.1508358556461,0.346662721893491,15.8843092639752,11.1096287703016,2,3,8,"R2T3",0,0.060042069,201.125,26,50.53846154,123.0495442,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.433063237,2.25885956,-1.66233936
"263","Q2-3-8","LACstr",27.66,0.106,0.407,0.407,4.43,121.85,0.341,0.095,0.315,15.8843092639752,4.9,2,3,8,"R2T3",0,0.060042069,201.125,26,50.53846154,123.0495442,0.455549782,0.320140413,0.113895786,0.110414019,"C 2 3 10","C 2 1 10","C 2 3 0","C 2 1 0",1.433063237,2.25885956,-1.66233936
"264","Q2-5-0","ELAacu",44.15,0.182,0.268,0.268,7.14,39.58,0.332,2.774,0.307,6.650201613,34,2,5,0,"R2T5",1,0.029999082,242.5,23,44.68181818,147.8673772,0.453734606,0.453734606,0.046265394,0.046265394,"E 2 4 0","E 2 6 0","E 2 4 10","E 2 6 10",1.173496393,1.274690051,-2.950505217
"265","Q2-5-10","ELApus",37.93,0.094,0.275,0.275,1.05,194.11,0.393,0.041,0.55,13.33333333,8.4,2,5,10,"R2T5",1,0.04644338,234.625,23,45.47826087,133.6870883,0.453734606,0.453734606,0.046265394,0.046265394,"E 2 4 10","E 2 6 10","E 2 4 0","E 2 4 20",1.357913179,1.821271341,-2.446844124
"266","Q2-5-10","AMPflu",19.44,0.114,0.186,0.225,6.55,121.29,0.263,0.61,0.317,18.05263158,17.8,2,5,10,"R2T5",1,0.04644338,234.625,23,45.47826087,133.6870883,0.453734606,0.453734606,0.046265394,0.046265394,"E 2 4 10","E 2 6 10","E 2 4 0","E 2 4 20",1.357913179,1.821271341,-2.446844124
"267","Q2-5-10","ELAacu",44.8,0.13,0.197,0.197,7.06,70.31,0.328,1.59,0.307,6.209836066,39.9,2,5,10,"R2T5",1,0.04644338,234.625,23,45.47826087,133.6870883,0.453734606,0.453734606,0.046265394,0.046265394,"E 2 4 10","E 2 6 10","E 2 4 0","E 2 4 20",1.357913179,1.821271341,-2.446844124
"268","Q2-5-12","ELAacu",50.68,0.149,0.23,0.244,7.47,103.11,0.336,3.879,0.31,7.234191176,31,2,5,12,"R2T5",1,0.0569393,202.625,25,52.08,125.0414156,0.39103982,0.39103982,0.10896018,0.10896018,"E 2 4 10","E 2 6 10","E 2 4 20","E 2 6 20",1.430491186,1.876225668,-2.113923051
"269","Q2-5-12","AMPflu",18.46,0.106,0.207,0.245,6.45,177.81,0.628,0.702,0.3,18.10204082,4.6,2,5,12,"R2T5",1,0.0569393,202.625,25,52.08,125.0414156,0.39103982,0.39103982,0.10896018,0.10896018,"E 2 4 10","E 2 6 10","E 2 4 20","E 2 6 20",1.430491186,1.876225668,-2.113923051
"270","Q2-5-14","ELAacu",51.1,0.141,0.217,0.347,6.96,65.5,0.356,4.053,0.315,15.8843092639752,56.1,2,5,14,"R2T5",1,0.060577554,200.875,25,52.64,122.7074411,0.297906496,0.297906496,0.202093504,0.202093504,"E 2 4 10","E 2 6 10","E 2 4 20","E 2 6 20",1.456872157,1.905742161,-1.833336299
"271","Q2-5-16","ELAacu",54.55,0.125,0.235,0.33,7.56,98.7,0.381,2.222,0.287,6.115146513,56.1,2,5,16,"R2T5",1,0.077307591,187,22,64.86363636,112.7118294,0.297906496,0.297906496,0.202093504,0.202093504,"E 2 4 20","E 2 6 20","E 2 4 10","E 2 6 10",1.483304866,1.935225217,-1.608834454
